2026/07/28 11:20:46.931, 0, NVIDIA H200, 4, 143771, 0, 80.62
2026/07/28 11:20:46.933, 1, NVIDIA H200, 4, 143771, 0, 83.73
2026/07/28 11:20:46.934, 2, NVIDIA H200, 4, 143771, 0, 79.91
2026/07/28 11:20:46.935, 3, NVIDIA H200, 4, 143771, 0, 80.69
2026/07/28 11:20:46.936, 4, NVIDIA H200, 4, 143771, 0, 81.10
2026/07/28 11:20:46.936, 5, NVIDIA H200, 4, 143771, 0, 82.02
2026/07/28 11:20:46.937, 6, NVIDIA H200, 4, 143771, 0, 81.10
2026/07/28 11:20:46.938, 7, NVIDIA H200, 4, 143771, 0, 79.89
2026/07/28 11:20:48.939, 0, NVIDIA H200, 1, 143771, 0, 80.65
2026/07/28 11:20:48.941, 1, NVIDIA H200, 1, 143771, 0, 83.73
2026/07/28 11:20:48.943, 2, NVIDIA H200, 1, 143771, 0, 79.91
2026/07/28 11:20:48.943, 3, NVIDIA H200, 1, 143771, 0, 80.73
2026/07/28 11:20:48.943, 4, NVIDIA H200, 1, 143771, 0, 81.01
2026/07/28 11:20:48.943, 5, NVIDIA H200, 1, 143771, 0, 82.03
2026/07/28 11:20:48.943, 6, NVIDIA H200, 4, 143771, 0, 81.03
2026/07/28 11:20:48.943, 7, NVIDIA H200, 4, 143771, 0, 79.86
2026/07/28 11:20:50.943, 0, NVIDIA H200, 0, 143771, 0, 80.54
2026/07/28 11:20:50.943, 1, NVIDIA H200, 0, 143771, 0, 83.67
2026/07/28 11:20:50.943, 2, NVIDIA H200, 0, 143771, 0, 79.87
2026/07/28 11:20:50.943, 3, NVIDIA H200, 0, 143771, 0, 80.80
2026/07/28 11:20:50.944, 4, NVIDIA H200, 0, 143771, 0, 80.94
2026/07/28 11:20:50.944, 5, NVIDIA H200, 0, 143771, 0, 82.03
2026/07/28 11:20:50.944, 6, NVIDIA H200, 0, 143771, 0, 80.98
2026/07/28 11:20:50.944, 7, NVIDIA H200, 0, 143771, 0, 79.82
2026/07/28 11:20:52.944, 0, NVIDIA H200, 0, 143771, 0, 80.51
2026/07/28 11:20:52.944, 1, NVIDIA H200, 0, 143771, 0, 83.64
2026/07/28 11:20:52.944, 2, NVIDIA H200, 0, 143771, 0, 79.83
2026/07/28 11:20:52.944, 3, NVIDIA H200, 0, 143771, 0, 80.52
2026/07/28 11:20:52.944, 4, NVIDIA H200, 0, 143771, 0, 80.97
2026/07/28 11:20:52.944, 5, NVIDIA H200, 0, 143771, 0, 81.97
2026/07/28 11:20:52.944, 6, NVIDIA H200, 0, 143771, 0, 80.94
2026/07/28 11:20:52.944, 7, NVIDIA H200, 0, 143771, 0, 79.82
2026/07/28 11:20:54.944, 0, NVIDIA H200, 0, 143771, 0, 80.49
2026/07/28 11:20:54.944, 1, NVIDIA H200, 0, 143771, 0, 83.64
2026/07/28 11:20:54.944, 2, NVIDIA H200, 0, 143771, 0, 79.82
2026/07/28 11:20:54.945, 3, NVIDIA H200, 0, 143771, 0, 80.53
2026/07/28 11:20:54.945, 4, NVIDIA H200, 0, 143771, 0, 80.96
2026/07/28 11:20:54.945, 5, NVIDIA H200, 0, 143771, 0, 82.04
2026/07/28 11:20:54.945, 6, NVIDIA H200, 0, 143771, 0, 80.89
2026/07/28 11:20:54.945, 7, NVIDIA H200, 0, 143771, 0, 79.79
2026/07/28 11:20:56.945, 0, NVIDIA H200, 0, 143771, 0, 80.42
